model,type,epsilon,attack,accuracy,f1,roc_auc,clean_acc,adv_acc,qubits,depth,shots,backend,seed,encoding,wall_clock_s
VQC-angle,quantum,0.15,pgd,0.18466666666666667,0.31176139561057964,0.15063008476986972,0.7106666666666667,0.18466666666666667,8.0,2.0,,default.qubit,0,angle,360.2
VQC-angle,quantum,0.2,pgd,0.12733333333333333,0.22590183323477234,0.002549496501109405,0.7106666666666667,0.12733333333333333,8.0,2.0,,default.qubit,0,angle,360.2
VQC-amplitude,quantum,0.0,fgsm,0.7033333333333334,0.6558391337973705,0.7669477513227513,0.7033333333333334,0.7033333333333334,8.0,2.0,,default.qubit,0,amplitude,518.0
VQC-amplitude,quantum,0.02,fgsm,0.6746666666666666,0.6303030303030303,0.5440152614211754,0.7033333333333334,0.6746666666666666,8.0,2.0,,default.qubit,0,amplitude,518.0
VQC-amplitude,quantum,0.05,fgsm,0.436,0.4541935483870968,0.4356865506059055,0.7033333333333334,0.436,8.0,2.0,,default.qubit,0,amplitude,518.0
VQC-amplitude,quantum,0.1,fgsm,0.194,0.3249581239530988,0.3170354013767992,0.7033333333333334,0.194,8.0,2.0,,default.qubit,0,amplitude,518.0
VQC-amplitude,quantum,0.15,fgsm,0.182,0.3079526226734349,0.11819778688058258,0.7033333333333334,0.182,8.0,2.0,,default.qubit,0,amplitude,518.0
VQC-amplitude,quantum,0.2,fgsm,0.17133333333333334,0.292544109277177,0.0008107185526540361,0.7033333333333334,0.17133333333333334,8.0,2.0,,default.qubit,0,amplitude,518.0
VQC-amplitude,quantum,0.0,pgd,0.7033333333333334,0.6558391337973705,0.7669477513227513,0.7033333333333334,0.7033333333333334,8.0,2.0,,default.qubit,0,amplitude,591.5
VQC-amplitude,quantum,0.02,pgd,0.6746666666666666,0.6303030303030303,0.5440117056380497,0.7033333333333334,0.6746666666666666,8.0,2.0,,default.qubit,0,amplitude,591.5
VQC-amplitude,quantum,0.05,pgd,0.43533333333333335,0.45319561007101355,0.43409178187403985,0.7033333333333334,0.43533333333333335,8.0,2.0,,default.qubit,0,amplitude,591.5
VQC-amplitude,quantum,0.1,pgd,0.194,0.3249581239530988,0.3149090430676452,0.7033333333333334,0.194,8.0,2.0,,default.qubit,0,amplitude,591.5
VQC-amplitude,quantum,0.15,pgd,0.18066666666666667,0.3060417843026539,0.10021619161404108,0.7033333333333334,0.18066666666666667,8.0,2.0,,default.qubit,0,amplitude,591.5
VQC-amplitude,quantum,0.2,pgd,0.17133333333333334,0.292544109277177,8.889457814189015e-06,0.7033333333333334,0.17133333333333334,8.0,2.0,,default.qubit,0,amplitude,591.5
