attack,model,epsilon,seed,acc
pgd,VQC-amplitude-degenerate,0.15,1,0.02500000037252903
pgd,VQC-amplitude-degenerate,0.2,1,0.0024999999441206455
fgsm,VQC-angle,0.0,2,0.6100000143051147
fgsm,VQC-angle,0.02,2,0.5249999761581421
fgsm,VQC-angle,0.05,2,0.0949999988079071
fgsm,VQC-angle,0.1,2,0.019999999552965164
fgsm,VQC-angle,0.15,2,0.019999999552965164
fgsm,VQC-angle,0.2,2,0.019999999552965164
pgd,VQC-angle,0.0,2,0.6100000143051147
pgd,VQC-angle,0.02,2,0.5249999761581421
pgd,VQC-angle,0.05,2,0.08500000089406967
pgd,VQC-angle,0.1,2,0.0
pgd,VQC-angle,0.15,2,0.0
pgd,VQC-angle,0.2,2,0.08250000327825546
fgsm,VQC-amplitude-dense,0.0,2,0.7200000286102295
fgsm,VQC-amplitude-dense,0.02,2,0.13750000298023224
fgsm,VQC-amplitude-dense,0.05,2,0.02500000037252903
fgsm,VQC-amplitude-dense,0.1,2,0.05000000074505806
fgsm,VQC-amplitude-dense,0.15,2,0.20250000059604645
fgsm,VQC-amplitude-dense,0.2,2,0.2475000023841858
pgd,VQC-amplitude-dense,0.0,2,0.7200000286102295
pgd,VQC-amplitude-dense,0.02,2,0.11999999731779099
pgd,VQC-amplitude-dense,0.05,2,0.0
pgd,VQC-amplitude-dense,0.1,2,0.0
pgd,VQC-amplitude-dense,0.15,2,0.0
pgd,VQC-amplitude-dense,0.2,2,0.0
fgsm,VQC-amplitude-degenerate,0.0,2,0.6899999976158142
fgsm,VQC-amplitude-degenerate,0.02,2,0.574999988079071
fgsm,VQC-amplitude-degenerate,0.05,2,0.2175000011920929
fgsm,VQC-amplitude-degenerate,0.1,2,0.05999999865889549
fgsm,VQC-amplitude-degenerate,0.15,2,0.0
fgsm,VQC-amplitude-degenerate,0.2,2,0.0
pgd,VQC-amplitude-degenerate,0.0,2,0.6899999976158142
pgd,VQC-amplitude-degenerate,0.02,2,0.574999988079071
pgd,VQC-amplitude-degenerate,0.05,2,0.2175000011920929
pgd,VQC-amplitude-degenerate,0.1,2,0.05999999865889549
pgd,VQC-amplitude-degenerate,0.15,2,0.0
pgd,VQC-amplitude-degenerate,0.2,2,0.0
fgsm,VQC-angle,0.0,3,0.49000000953674316
fgsm,VQC-angle,0.02,3,0.4724999964237213
fgsm,VQC-angle,0.05,3,0.4350000023841858
fgsm,VQC-angle,0.1,3,0.4350000023841858
fgsm,VQC-angle,0.15,3,0.4350000023841858
fgsm,VQC-angle,0.2,3,0.4350000023841858
pgd,VQC-angle,0.0,3,0.49000000953674316
pgd,VQC-angle,0.02,3,0.4724999964237213
pgd,VQC-angle,0.05,3,0.4350000023841858
pgd,VQC-angle,0.1,3,0.1875
pgd,VQC-angle,0.15,3,0.15000000596046448
pgd,VQC-angle,0.2,3,0.03500000014901161
fgsm,VQC-amplitude-dense,0.0,3,0.6800000071525574
fgsm,VQC-amplitude-dense,0.02,3,0.11999999731779099
fgsm,VQC-amplitude-dense,0.05,3,0.08500000089406967
fgsm,VQC-amplitude-dense,0.1,3,0.25
fgsm,VQC-amplitude-dense,0.15,3,0.48750001192092896
fgsm,VQC-amplitude-dense,0.2,3,0.5024999976158142
pgd,VQC-amplitude-dense,0.0,3,0.6800000071525574
pgd,VQC-amplitude-dense,0.02,3,0.11249999701976776
pgd,VQC-amplitude-dense,0.05,3,0.0
pgd,VQC-amplitude-dense,0.1,3,0.0
pgd,VQC-amplitude-dense,0.15,3,0.0
pgd,VQC-amplitude-dense,0.2,3,0.0
fgsm,VQC-amplitude-degenerate,0.0,3,0.7475000023841858
fgsm,VQC-amplitude-degenerate,0.02,3,0.5199999809265137
fgsm,VQC-amplitude-degenerate,0.05,3,0.1875
fgsm,VQC-amplitude-degenerate,0.1,3,0.05249999836087227
fgsm,VQC-amplitude-degenerate,0.15,3,0.0
fgsm,VQC-amplitude-degenerate,0.2,3,0.0
pgd,VQC-amplitude-degenerate,0.0,3,0.7475000023841858
pgd,VQC-amplitude-degenerate,0.02,3,0.5199999809265137
pgd,VQC-amplitude-degenerate,0.05,3,0.1875
pgd,VQC-amplitude-degenerate,0.1,3,0.05249999836087227
pgd,VQC-amplitude-degenerate,0.15,3,0.0
pgd,VQC-amplitude-degenerate,0.2,3,0.0
fgsm,VQC-angle,0.0,4,0.4749999940395355
fgsm,VQC-angle,0.02,4,0.44749999046325684
fgsm,VQC-angle,0.05,4,0.42750000953674316
fgsm,VQC-angle,0.1,4,0.41749998927116394
fgsm,VQC-angle,0.15,4,0.41749998927116394
fgsm,VQC-angle,0.2,4,0.41749998927116394
pgd,VQC-angle,0.0,4,0.4749999940395355
pgd,VQC-angle,0.02,4,0.44749999046325684
pgd,VQC-angle,0.05,4,0.42500001192092896
pgd,VQC-angle,0.1,4,0.1574999988079071
pgd,VQC-angle,0.15,4,0.17000000178813934
pgd,VQC-angle,0.2,4,0.029999999329447746
fgsm,VQC-amplitude-dense,0.0,4,0.7699999809265137
fgsm,VQC-amplitude-dense,0.02,4,0.2849999964237213
fgsm,VQC-amplitude-dense,0.05,4,0.3050000071525574
fgsm,VQC-amplitude-dense,0.1,4,0.32499998807907104
fgsm,VQC-amplitude-dense,0.15,4,0.5325000286102295
fgsm,VQC-amplitude-dense,0.2,4,0.5375000238418579
pgd,VQC-amplitude-dense,0.0,4,0.7699999809265137
pgd,VQC-amplitude-dense,0.02,4,0.21250000596046448
pgd,VQC-amplitude-dense,0.05,4,0.032499998807907104
pgd,VQC-amplitude-dense,0.1,4,0.0
pgd,VQC-amplitude-dense,0.15,4,0.0
pgd,VQC-amplitude-dense,0.2,4,0.0
fgsm,VQC-amplitude-degenerate,0.0,4,0.7699999809265137
fgsm,VQC-amplitude-degenerate,0.02,4,0.3449999988079071
fgsm,VQC-amplitude-degenerate,0.05,4,0.20999999344348907
fgsm,VQC-amplitude-degenerate,0.1,4,0.06499999761581421
fgsm,VQC-amplitude-degenerate,0.15,4,0.027499999850988388
fgsm,VQC-amplitude-degenerate,0.2,4,0.0
pgd,VQC-amplitude-degenerate,0.0,4,0.7699999809265137
pgd,VQC-amplitude-degenerate,0.02,4,0.3449999988079071
pgd,VQC-amplitude-degenerate,0.05,4,0.20999999344348907
pgd,VQC-amplitude-degenerate,0.1,4,0.06499999761581421
pgd,VQC-amplitude-degenerate,0.15,4,0.027499999850988388
pgd,VQC-amplitude-degenerate,0.2,4,0.0
