model,type,encoding,epsilon,attack,accuracy,f1,roc_auc,clean_acc,adv_acc,qubits,depth,shots,backend,seed,wall_clock_s
VQC-amplitude,quantum,amplitude,0.05,fgsm,0.14333333333333334,0.24188790560471976,0.0612,0.7433333333333333,0.14333333333333334,8.0,2.0,,default.qubit,0,
VQC-amplitude-noisy,quantum,amplitude,0.05,fgsm,0.14333333333333334,0.24188790560471976,0.0612,0.7433333333333333,0.14333333333333334,8.0,2.0,,default.mixed,0,
VQC-amplitude,quantum,amplitude,0.1,fgsm,0.01,0.013289036544850499,0.00022222222222222364,0.7433333333333333,0.01,8.0,2.0,,default.qubit,0,
VQC-amplitude-noisy,quantum,amplitude,0.1,fgsm,0.01,0.013289036544850499,0.00022222222222222364,0.7433333333333333,0.01,8.0,2.0,,default.mixed,0,
VQC-amplitude,quantum,amplitude,0.15,fgsm,0.0,0.0,0.0,0.7433333333333333,0.0,8.0,2.0,,default.qubit,0,
VQC-amplitude-noisy,quantum,amplitude,0.15,fgsm,0.0,0.0,0.0,0.7433333333333333,0.0,8.0,2.0,,default.mixed,0,
VQC-amplitude,quantum,amplitude,0.2,fgsm,0.0,0.0,0.0,0.7433333333333333,0.0,8.0,2.0,,default.qubit,0,
VQC-amplitude-noisy,quantum,amplitude,0.2,fgsm,0.0,0.0,0.0,0.7433333333333333,0.0,8.0,2.0,,default.mixed,0,
VQC-amplitude,quantum,amplitude,0.0,pgd,0.7433333333333333,0.6778242677824268,0.897688888888889,0.7433333333333333,0.7433333333333333,8.0,2.0,,default.qubit,0,
VQC-amplitude-noisy,quantum,amplitude,0.0,pgd,0.7433333333333333,0.6778242677824268,0.897688888888889,0.7433333333333333,0.7433333333333333,8.0,2.0,,default.mixed,0,
VQC-amplitude,quantum,amplitude,0.02,pgd,0.4166666666666667,0.45141065830721006,0.45311111111111113,0.7433333333333333,0.4166666666666667,8.0,2.0,,default.qubit,0,
VQC-amplitude-noisy,quantum,amplitude,0.02,pgd,0.37,0.43582089552238806,0.45311111111111113,0.7433333333333333,0.37,8.0,2.0,,default.mixed,0,
VQC-amplitude,quantum,amplitude,0.05,pgd,0.14333333333333334,0.24188790560471976,0.05733333333333333,0.7433333333333333,0.14333333333333334,8.0,2.0,,default.qubit,0,
VQC-amplitude-noisy,quantum,amplitude,0.05,pgd,0.14333333333333334,0.24188790560471976,0.05733333333333333,0.7433333333333333,0.14333333333333334,8.0,2.0,,default.mixed,0,
VQC-amplitude,quantum,amplitude,0.1,pgd,0.01,0.013289036544850499,8.888888888888946e-05,0.7433333333333333,0.01,8.0,2.0,,default.qubit,0,
VQC-amplitude-noisy,quantum,amplitude,0.1,pgd,0.01,0.013289036544850499,8.888888888888946e-05,0.7433333333333333,0.01,8.0,2.0,,default.mixed,0,
VQC-amplitude,quantum,amplitude,0.15,pgd,0.0,0.0,0.0,0.7433333333333333,0.0,8.0,2.0,,default.qubit,0,
VQC-amplitude-noisy,quantum,amplitude,0.15,pgd,0.0,0.0,0.0,0.7433333333333333,0.0,8.0,2.0,,default.mixed,0,
VQC-amplitude,quantum,amplitude,0.2,pgd,0.0,0.0,0.0,0.7433333333333333,0.0,8.0,2.0,,default.qubit,0,
VQC-amplitude-noisy,quantum,amplitude,0.2,pgd,0.0,0.0,0.0,0.7433333333333333,0.0,8.0,2.0,,default.mixed,0,
MLP,classical,-,0.0,fgsm,0.77,0.7628865979381443,0.9159510567296997,0.77,0.77,,,,cpu,1,
MLP,classical,-,0.02,fgsm,0.2966666666666667,0.30363036303630364,0.29446051167964404,0.77,0.2966666666666667,,,,cpu,1,
MLP,classical,-,0.05,fgsm,0.07333333333333333,0.12578616352201258,0.1369076751946607,0.77,0.07333333333333333,,,,cpu,1,
MLP,classical,-,0.1,fgsm,0.07,0.12539184952978055,0.13232480533926586,0.77,0.07,,,,cpu,1,
MLP,classical,-,0.15,fgsm,0.16666666666666666,0.2857142857142857,0.2610011123470523,0.77,0.16666666666666666,,,,cpu,1,
MLP,classical,-,0.2,fgsm,0.16666666666666666,0.2857142857142857,0.2967741935483871,0.77,0.16666666666666666,,,,cpu,1,
MLP,classical,-,0.0,pgd,0.77,0.7628865979381443,0.9159510567296997,0.77,0.77,,,,cpu,1,
MLP,classical,-,0.02,pgd,0.24,0.2875,0.25997775305895443,0.77,0.24,,,,cpu,1,
MLP,classical,-,0.05,pgd,0.08333333333333333,0.14860681114551083,0.16146829810901,0.77,0.08333333333333333,,,,cpu,1,
MLP,classical,-,0.1,pgd,0.09666666666666666,0.1712538226299694,0.12084538375973304,0.77,0.09666666666666666,,,,cpu,1,
MLP,classical,-,0.15,pgd,0.1,0.17682926829268292,0.1109677419354839,0.77,0.1,,,,cpu,1,
MLP,classical,-,0.2,pgd,0.09,0.1651376146788991,0.09670745272525028,0.77,0.09,,,,cpu,1,
SVM-RBF,classical,-,0.0,fgsm,0.82,0.8043478260869565,0.8891212458286986,0.82,0.82,,,,cpu,1,
SVM-RBF,classical,-,0.02,fgsm,0.20333333333333334,0.2991202346041056,0.13583982202447165,0.82,0.20333333333333334,,,,cpu,1,
SVM-RBF,classical,-,0.05,fgsm,0.04,0.058823529411764705,0.008987764182424933,0.82,0.04,,,,cpu,1,
SVM-RBF,classical,-,0.1,fgsm,0.0033333333333333335,0.0,0.00017797552836485027,0.82,0.0033333333333333335,,,,cpu,1,
SVM-RBF,classical,-,0.15,fgsm,0.0033333333333333335,0.0,0.0,0.82,0.0033333333333333335,,,,cpu,1,
SVM-RBF,classical,-,0.2,fgsm,0.0,0.0,0.0,0.82,0.0,,,,cpu,1,
SVM-RBF,classical,-,0.0,pgd,0.82,0.8043478260869565,0.8891212458286986,0.82,0.82,,,,cpu,1,
SVM-RBF,classical,-,0.02,pgd,0.2,0.29411764705882354,0.13548387096774195,0.82,0.2,,,,cpu,1,
SVM-RBF,classical,-,0.05,pgd,0.04,0.058823529411764705,0.008364849833147957,0.82,0.04,,,,cpu,1,
SVM-RBF,classical,-,0.1,pgd,0.0033333333333333335,0.0,8.898776418242514e-05,0.82,0.0033333333333333335,,,,cpu,1,
SVM-RBF,classical,-,0.15,pgd,0.0,0.0,0.0,0.82,0.0,,,,cpu,1,
SVM-RBF,classical,-,0.2,pgd,0.0,0.0,0.0,0.82,0.0,,,,cpu,1,
VQC-angle,quantum,angle,0.0,fgsm,0.69,0.6352941176470588,0.8213125695216907,0.69,0.69,8.0,2.0,,default.qubit,1,
VQC-angle-noisy,quantum,angle,0.0,fgsm,0.6833333333333333,0.6303501945525292,0.8213125695216907,0.6833333333333333,0.6833333333333333,8.0,2.0,,default.mixed,1,
VQC-angle,quantum,angle,0.02,fgsm,0.6433333333333333,0.5962264150943396,0.5409121245828699,0.69,0.6433333333333333,8.0,2.0,,default.qubit,1,
VQC-angle-noisy,quantum,angle,0.02,fgsm,0.6433333333333333,0.5962264150943396,0.5409121245828699,0.6833333333333333,0.6433333333333333,8.0,2.0,,default.mixed,1,
VQC-angle,quantum,angle,0.05,fgsm,0.27,0.4128686327077748,0.44476084538375976,0.69,0.27,8.0,2.0,,default.qubit,1,
VQC-angle-noisy,quantum,angle,0.05,fgsm,0.27,0.4128686327077748,0.44476084538375976,0.6833333333333333,0.27,8.0,2.0,,default.mixed,1,
VQC-angle,quantum,angle,0.1,fgsm,0.18,0.3050847457627119,0.033904338153503896,0.69,0.18,8.0,2.0,,default.qubit,1,
VQC-angle-noisy,quantum,angle,0.1,fgsm,0.18,0.3050847457627119,0.033904338153503896,0.6833333333333333,0.18,8.0,2.0,,default.mixed,1,
VQC-angle,quantum,angle,0.15,fgsm,0.043333333333333335,0.08306709265175719,0.0,0.69,0.043333333333333335,8.0,2.0,,default.qubit,1,
VQC-angle-noisy,quantum,angle,0.15,fgsm,0.043333333333333335,0.08306709265175719,0.0,0.6833333333333333,0.043333333333333335,8.0,2.0,,default.mixed,1,
VQC-angle,quantum,angle,0.2,fgsm,0.0,0.0,0.0,0.69,0.0,8.0,2.0,,default.qubit,1,
VQC-angle-noisy,quantum,angle,0.2,fgsm,0.0,0.0,0.0,0.6833333333333333,0.0,8.0,2.0,,default.mixed,1,
VQC-angle,quantum,angle,0.0,pgd,0.69,0.6352941176470588,0.8213125695216907,0.69,0.69,8.0,2.0,,default.qubit,1,
VQC-angle-noisy,quantum,angle,0.0,pgd,0.6833333333333333,0.6303501945525292,0.8213125695216907,0.6833333333333333,0.6833333333333333,8.0,2.0,,default.mixed,1,
VQC-angle,quantum,angle,0.02,pgd,0.6433333333333333,0.5962264150943396,0.5408676307007786,0.69,0.6433333333333333,8.0,2.0,,default.qubit,1,
VQC-angle-noisy,quantum,angle,0.02,pgd,0.6433333333333333,0.5962264150943396,0.5408676307007786,0.6833333333333333,0.6433333333333333,8.0,2.0,,default.mixed,1,
VQC-angle,quantum,angle,0.05,pgd,0.27,0.4128686327077748,0.44347052280311466,0.69,0.27,8.0,2.0,,default.qubit,1,
VQC-angle-noisy,quantum,angle,0.05,pgd,0.27,0.4128686327077748,0.44347052280311466,0.6833333333333333,0.27,8.0,2.0,,default.mixed,1,
VQC-angle,quantum,angle,0.1,pgd,0.17666666666666667,0.3002832861189802,0.0267853170189099,0.69,0.17666666666666667,8.0,2.0,,default.qubit,1,
VQC-angle-noisy,quantum,angle,0.1,pgd,0.18,0.3050847457627119,0.0267853170189099,0.6833333333333333,0.18,8.0,2.0,,default.mixed,1,
VQC-angle,quantum,angle,0.15,pgd,0.03666666666666667,0.0707395498392283,0.0,0.69,0.03666666666666667,8.0,2.0,,default.qubit,1,
VQC-angle-noisy,quantum,angle,0.15,pgd,0.03666666666666667,0.0707395498392283,0.0,0.6833333333333333,0.03666666666666667,8.0,2.0,,default.mixed,1,
VQC-angle,quantum,angle,0.2,pgd,0.0,0.0,0.0,0.69,0.0,8.0,2.0,,default.qubit,1,
VQC-angle-noisy,quantum,angle,0.2,pgd,0.0,0.0,0.0,0.6833333333333333,0.0,8.0,2.0,,default.mixed,1,
VQC-amplitude,quantum,amplitude,0.0,fgsm,0.7266666666666667,0.6771653543307087,0.8735928809788653,0.7266666666666667,0.7266666666666667,8.0,2.0,,default.qubit,1,
VQC-amplitude-noisy,quantum,amplitude,0.0,fgsm,0.7266666666666667,0.6821705426356589,0.8735928809788653,0.7266666666666667,0.7266666666666667,8.0,2.0,,default.mixed,1,
VQC-amplitude,quantum,amplitude,0.02,fgsm,0.23666666666666666,0.362116991643454,0.335706340378198,0.7266666666666667,0.23666666666666666,8.0,2.0,,default.qubit,1,
VQC-amplitude-noisy,quantum,amplitude,0.02,fgsm,0.24333333333333335,0.37119113573407203,0.335706340378198,0.7266666666666667,0.24333333333333335,8.0,2.0,,default.mixed,1,
VQC-amplitude,quantum,amplitude,0.05,fgsm,0.04,0.058823529411764705,0.010011123470522828,0.7266666666666667,0.04,8.0,2.0,,default.qubit,1,
VQC-amplitude-noisy,quantum,amplitude,0.05,fgsm,0.04,0.058823529411764705,0.010011123470522828,0.7266666666666667,0.04,8.0,2.0,,default.mixed,1,
VQC-amplitude,quantum,amplitude,0.1,fgsm,0.0033333333333333335,0.0,0.0,0.7266666666666667,0.0033333333333333335,8.0,2.0,,default.qubit,1,
VQC-amplitude-noisy,quantum,amplitude,0.1,fgsm,0.0033333333333333335,0.0,0.0,0.7266666666666667,0.0033333333333333335,8.0,2.0,,default.mixed,1,
VQC-amplitude,quantum,amplitude,0.15,fgsm,0.0,0.0,0.0,0.7266666666666667,0.0,8.0,2.0,,default.qubit,1,
VQC-amplitude-noisy,quantum,amplitude,0.15,fgsm,0.0,0.0,0.0,0.7266666666666667,0.0,8.0,2.0,,default.mixed,1,
VQC-amplitude,quantum,amplitude,0.2,fgsm,0.0,0.0,0.0,0.7266666666666667,0.0,8.0,2.0,,default.qubit,1,
VQC-amplitude-noisy,quantum,amplitude,0.2,fgsm,0.0,0.0,0.0,0.7266666666666667,0.0,8.0,2.0,,default.mixed,1,
VQC-amplitude,quantum,amplitude,0.0,pgd,0.7266666666666667,0.6771653543307087,0.8735928809788653,0.7266666666666667,0.7266666666666667,8.0,2.0,,default.qubit,1,
VQC-amplitude-noisy,quantum,amplitude,0.0,pgd,0.7266666666666667,0.6821705426356589,0.8735928809788653,0.7266666666666667,0.7266666666666667,8.0,2.0,,default.mixed,1,
VQC-amplitude,quantum,amplitude,0.02,pgd,0.23666666666666666,0.362116991643454,0.335706340378198,0.7266666666666667,0.23666666666666666,8.0,2.0,,default.qubit,1,
VQC-amplitude-noisy,quantum,amplitude,0.02,pgd,0.24333333333333335,0.37119113573407203,0.335706340378198,0.7266666666666667,0.24333333333333335,8.0,2.0,,default.mixed,1,
VQC-amplitude,quantum,amplitude,0.05,pgd,0.04,0.058823529411764705,0.010011123470522828,0.7266666666666667,0.04,8.0,2.0,,default.qubit,1,
VQC-amplitude-noisy,quantum,amplitude,0.05,pgd,0.04,0.058823529411764705,0.010011123470522828,0.7266666666666667,0.04,8.0,2.0,,default.mixed,1,
VQC-amplitude,quantum,amplitude,0.1,pgd,0.0033333333333333335,0.0,0.0,0.7266666666666667,0.0033333333333333335,8.0,2.0,,default.qubit,1,
VQC-amplitude-noisy,quantum,amplitude,0.1,pgd,0.0033333333333333335,0.0,0.0,0.7266666666666667,0.0033333333333333335,8.0,2.0,,default.mixed,1,
VQC-amplitude,quantum,amplitude,0.15,pgd,0.0,0.0,0.0,0.7266666666666667,0.0,8.0,2.0,,default.qubit,1,
VQC-amplitude-noisy,quantum,amplitude,0.15,pgd,0.0,0.0,0.0,0.7266666666666667,0.0,8.0,2.0,,default.mixed,1,
VQC-amplitude,quantum,amplitude,0.2,pgd,0.0,0.0,0.0,0.7266666666666667,0.0,8.0,2.0,,default.qubit,1,
VQC-amplitude-noisy,quantum,amplitude,0.2,pgd,0.0,0.0,0.0,0.7266666666666667,0.0,8.0,2.0,,default.mixed,1,
MLP,classical,-,0.0,fgsm,0.78,0.8012048192771084,0.9444889601139601,0.78,0.78,,,,cpu,2,
MLP,classical,-,0.02,fgsm,0.30666666666666664,0.44385026737967914,0.5450943732193732,0.78,0.30666666666666664,,,,cpu,2,
MLP,classical,-,0.05,fgsm,0.22,0.35,0.07569889601139602,0.78,0.22,,,,cpu,2,
MLP,classical,-,0.1,fgsm,0.04,0.07096774193548387,0.035456730769230754,0.78,0.04,,,,cpu,2,
MLP,classical,-,0.15,fgsm,0.03,0.05211726384364821,0.021478810541310532,0.78,0.03,,,,cpu,2,
MLP,classical,-,0.2,fgsm,0.06666666666666667,0.11949685534591195,0.020877849002848992,0.78,0.06666666666666667,,,,cpu,2,
MLP,classical,-,0.0,pgd,0.78,0.8012048192771084,0.9444889601139601,0.78,0.78,,,,cpu,2,
MLP,classical,-,0.02,pgd,0.3,0.4385026737967914,0.5232816951566951,0.78,0.3,,,,cpu,2,
MLP,classical,-,0.05,pgd,0.17333333333333334,0.2832369942196532,0.06712962962962965,0.78,0.17333333333333334,,,,cpu,2,
MLP,classical,-,0.1,pgd,0.11,0.16822429906542055,0.10158475783475782,0.78,0.11,,,,cpu,2,
MLP,classical,-,0.15,pgd,0.12666666666666668,0.19631901840490798,0.1188568376068376,0.78,0.12666666666666668,,,,cpu,2,
MLP,classical,-,0.2,pgd,0.15666666666666668,0.21671826625386997,0.1375534188034188,0.78,0.15666666666666668,,,,cpu,2,
SVM-RBF,classical,-,0.0,fgsm,0.8633333333333333,0.8540925266903915,0.9076745014245013,0.8633333333333333,0.8633333333333333,,,,cpu,2,
SVM-RBF,classical,-,0.02,fgsm,0.23,0.34560906515580736,0.0869836182336182,0.8633333333333333,0.23,,,,cpu,2,
SVM-RBF,classical,-,0.05,fgsm,0.023333333333333334,0.033003300330033,0.00235933048433048,0.8633333333333333,0.023333333333333334,,,,cpu,2,
SVM-RBF,classical,-,0.1,fgsm,0.0,0.0,0.0,0.8633333333333333,0.0,,,,cpu,2,
SVM-RBF,classical,-,0.15,fgsm,0.0,0.0,0.0,0.8633333333333333,0.0,,,,cpu,2,
SVM-RBF,classical,-,0.2,fgsm,0.0,0.0,0.0,0.8633333333333333,0.0,,,,cpu,2,
SVM-RBF,classical,-,0.0,pgd,0.8633333333333333,0.8540925266903915,0.9076745014245013,0.8633333333333333,0.8633333333333333,,,,cpu,2,
SVM-RBF,classical,-,0.02,pgd,0.22666666666666666,0.3446327683615819,0.0867165242165242,0.8633333333333333,0.22666666666666666,,,,cpu,2,
SVM-RBF,classical,-,0.05,pgd,0.02,0.026490066225165563,0.0022702991452991403,0.8633333333333333,0.02,,,,cpu,2,
SVM-RBF,classical,-,0.1,pgd,0.0,0.0,0.0,0.8633333333333333,0.0,,,,cpu,2,
SVM-RBF,classical,-,0.15,pgd,0.0,0.0,0.0,0.8633333333333333,0.0,,,,cpu,2,
SVM-RBF,classical,-,0.2,pgd,0.0,0.0,0.0,0.8633333333333333,0.0,,,,cpu,2,
VQC-angle,quantum,angle,0.0,fgsm,0.7466666666666667,0.696,0.8786057692307693,0.7466666666666667,0.7466666666666667,8.0,2.0,,default.qubit,2,
VQC-angle-noisy,quantum,angle,0.0,fgsm,0.7466666666666667,0.696,0.8786057692307693,0.7466666666666667,0.7466666666666667,8.0,2.0,,default.mixed,2,
VQC-angle,quantum,angle,0.02,fgsm,0.7166666666666667,0.6718146718146718,0.5819978632478632,0.7466666666666667,0.7166666666666667,8.0,2.0,,default.qubit,2,
VQC-angle-noisy,quantum,angle,0.02,fgsm,0.7166666666666667,0.6718146718146718,0.5819978632478632,0.7466666666666667,0.7166666666666667,8.0,2.0,,default.mixed,2,
VQC-angle,quantum,angle,0.05,fgsm,0.45,0.47619047619047616,0.4604255698005698,0.7466666666666667,0.45,8.0,2.0,,default.qubit,2,
VQC-angle-noisy,quantum,angle,0.05,fgsm,0.4533333333333333,0.47770700636942676,0.4604255698005698,0.7466666666666667,0.4533333333333333,8.0,2.0,,default.mixed,2,
VQC-angle,quantum,angle,0.1,fgsm,0.15333333333333332,0.2658959537572254,0.05186075498575499,0.7466666666666667,0.15333333333333332,8.0,2.0,,default.qubit,2,
VQC-angle-noisy,quantum,angle,0.1,fgsm,0.15,0.2608695652173913,0.05186075498575499,0.7466666666666667,0.15,8.0,2.0,,default.mixed,2,
VQC-angle,quantum,angle,0.15,fgsm,0.04666666666666667,0.08917197452229299,0.0,0.7466666666666667,0.04666666666666667,8.0,2.0,,default.qubit,2,
VQC-angle-noisy,quantum,angle,0.15,fgsm,0.04666666666666667,0.08917197452229299,0.0,0.7466666666666667,0.04666666666666667,8.0,2.0,,default.mixed,2,
VQC-angle,quantum,angle,0.2,fgsm,0.0,0.0,0.0,0.7466666666666667,0.0,8.0,2.0,,default.qubit,2,
VQC-angle-noisy,quantum,angle,0.2,fgsm,0.0,0.0,0.0,0.7466666666666667,0.0,8.0,2.0,,default.mixed,2,
VQC-angle,quantum,angle,0.0,pgd,0.7466666666666667,0.696,0.8786057692307693,0.7466666666666667,0.7466666666666667,8.0,2.0,,default.qubit,2,
VQC-angle-noisy,quantum,angle,0.0,pgd,0.7466666666666667,0.696,0.8786057692307693,0.7466666666666667,0.7466666666666667,8.0,2.0,,default.mixed,2,
VQC-angle,quantum,angle,0.02,pgd,0.7166666666666667,0.6718146718146718,0.5819978632478632,0.7466666666666667,0.7166666666666667,8.0,2.0,,default.qubit,2,
VQC-angle-noisy,quantum,angle,0.02,pgd,0.7166666666666667,0.6718146718146718,0.5819978632478632,0.7466666666666667,0.7166666666666667,8.0,2.0,,default.mixed,2,
VQC-angle,quantum,angle,0.05,pgd,0.45,0.47619047619047616,0.4604255698005698,0.7466666666666667,0.45,8.0,2.0,,default.qubit,2,
VQC-angle-noisy,quantum,angle,0.05,pgd,0.4533333333333333,0.47770700636942676,0.4604255698005698,0.7466666666666667,0.4533333333333333,8.0,2.0,,default.mixed,2,
VQC-angle,quantum,angle,0.1,pgd,0.15333333333333332,0.2658959537572254,0.05186075498575499,0.7466666666666667,0.15333333333333332,8.0,2.0,,default.qubit,2,
