model,type,epsilon,attack,accuracy,f1,roc_auc,clean_acc,adv_acc,qubits,depth,shots,backend,seed,encoding,wall_clock_s
VQC-angle,quantum,0.2,fgsm,0.0,0.0,0.0,0.7633333333333333,0.0,8.0,2.0,,default.qubit,4,angle,3922.6
VQC-angle,quantum,0.0,pgd,0.7633333333333333,0.7125506072874493,0.842969988136127,0.7633333333333333,0.7633333333333333,8.0,2.0,,default.qubit,4,angle,4050.5
VQC-angle,quantum,0.02,pgd,0.7166666666666667,0.6702870442203258,0.5713602188502183,0.7633333333333333,0.7166666666666667,8.0,2.0,,default.qubit,4,angle,4050.5
VQC-angle,quantum,0.05,pgd,0.48933333333333334,0.48313090418353577,0.43218115618513336,0.7633333333333333,0.48933333333333334,8.0,2.0,,default.qubit,4,angle,4050.5
VQC-angle,quantum,0.1,pgd,0.068,0.12734082397003746,0.0032727925992198656,0.7633333333333333,0.068,8.0,2.0,,default.qubit,4,angle,4050.5
VQC-angle,quantum,0.15,pgd,0.0013333333333333333,0.002663115845539281,0.0,0.7633333333333333,0.0013333333333333333,8.0,2.0,,default.qubit,4,angle,4050.5
VQC-angle,quantum,0.2,pgd,0.0,0.0,0.0,0.7633333333333333,0.0,8.0,2.0,,default.qubit,4,angle,4050.5
VQC-amplitude,quantum,0.0,fgsm,0.7666666666666667,0.7168284789644013,0.8987364174660404,0.7666666666666667,0.7666666666666667,8.0,2.0,,default.qubit,4,amplitude,4363.6
VQC-amplitude,quantum,0.02,fgsm,0.33666666666666667,0.3944004869141814,0.39766564510477376,0.7666666666666667,0.33666666666666667,8.0,2.0,,default.qubit,4,amplitude,4363.6
VQC-amplitude,quantum,0.05,fgsm,0.04,0.07335907335907337,0.0020899626652626873,0.7666666666666667,0.04,8.0,2.0,,default.qubit,4,amplitude,4363.6
VQC-amplitude,quantum,0.1,fgsm,0.0006666666666666666,0.0,0.0,0.7666666666666667,0.0006666666666666666,8.0,2.0,,default.qubit,4,amplitude,4363.6
VQC-amplitude,quantum,0.15,fgsm,0.0,0.0,0.0,0.7666666666666667,0.0,8.0,2.0,,default.qubit,4,amplitude,4363.6
VQC-amplitude,quantum,0.2,fgsm,0.0,0.0,0.0,0.7666666666666667,0.0,8.0,2.0,,default.qubit,4,amplitude,4363.6
VQC-amplitude,quantum,0.0,pgd,0.7666666666666667,0.7168284789644013,0.8987364174660404,0.7666666666666667,0.7666666666666667,8.0,2.0,,default.qubit,4,amplitude,4437.2
VQC-amplitude,quantum,0.02,pgd,0.33666666666666667,0.3944004869141814,0.39766564510477376,0.7666666666666667,0.33666666666666667,8.0,2.0,,default.qubit,4,amplitude,4437.2
VQC-amplitude,quantum,0.05,pgd,0.04,0.07335907335907337,0.0020881839736326766,0.7666666666666667,0.04,8.0,2.0,,default.qubit,4,amplitude,4437.2
VQC-amplitude,quantum,0.1,pgd,0.0006666666666666666,0.0,0.0,0.7666666666666667,0.0006666666666666666,8.0,2.0,,default.qubit,4,amplitude,4437.2
VQC-amplitude,quantum,0.15,pgd,0.0,0.0,0.0,0.7666666666666667,0.0,8.0,2.0,,default.qubit,4,amplitude,4437.2
VQC-amplitude,quantum,0.2,pgd,0.0,0.0,0.0,0.7666666666666667,0.0,8.0,2.0,,default.qubit,4,amplitude,4437.2
